"","Date.Local","lax.ozone.Mean","lax.ozone.Max.Value","lax.ozone.Max.Hour","lax.ozone.AQI","lax.nitrogen.Mean","lax.nitrogen.Max.Value","lax.nitrogen.Max.Hour","lax.nitrogen.AQI","lax.pm.Max.Value","lax.pm.Max.Hour","lax.pm.Mean","lax.pm.AQI","lax.temp.Mean","lax.temp.Max.Value","lax.temp.Max.Hour","lax.rh.Mean","lax.rh.Max.Value","lax.rh.Max.Hour"
"41","2007-03-05",0.012353,0.03,10,28,40.913043,64,21,62,7.2,0,7.2,30,69.5,87,13,20.125,32,23
"42","2007-03-06",0.012647,0.028,10,26,48.956522,65,11,63,9.9,0,9.9,41,70,86,10,33.166667,52,21
"43","2007-03-07",0.011118,0.024,11,22,48.954545,73,11,71,13.5,0,13.5,54,66.625,82,12,49.083333,70,23
"44","2007-03-07",0.011118,0.024,11,22,48.954545,73,11,71,14.1,0,14.1,55,66.625,82,12,49.083333,70,23
"45","2007-03-08",0.012412,0.024,10,22,35,56,10,53,12.2,0,12.2,51,60.25,72,11,65.5,83,23
"46","2007-03-09",0.011882,0.024,10,22,33,45,22,42,18.6,0,18.6,65,57.666667,69,11,74.583333,85,5
"47","2007-03-10",0.015471,0.035,10,32,41.521739,60,19,57,31.6,0,31.6,92,60.416667,73,12,70.416667,88,7
"48","2007-03-11",0.023882,0.052,11,48,40.304348,66,20,64,16.9,0,16.9,61,72.291667,94,13,38.666667,76,0
"49","2007-03-12",0.021294,0.048,10,44,52.869565,82,22,81,13.5,0,13.5,54,74.5,95,11,26.916667,43,22
"50","2007-03-13",0.020176,0.038,9,35,46.652174,64,0,62,17.8,0,17.8,63,67.916667,83,12,49.958333,85,23
"51","2007-03-13",0.020176,0.038,9,35,46.652174,64,0,62,19,0,19,66,67.916667,83,12,49.958333,85,23
"52","2007-03-14",0.017647,0.03,12,28,30.73913,45,10,42,26.5,0,26.5,81,61.458333,74,12,71.791667,85,0
"53","2007-03-15",0.021,0.038,12,35,43.26087,69,11,67,51.2,0,51.2,140,61.916667,78,12,73.708333,88,5
"54","2007-03-16",0.025765,0.042,11,39,38.347826,73,9,71,42.8,0,42.8,119,61.5,76,11,75.75,91,6
"55","2007-03-17",0.037471,0.048,11,44,30.869565,50,9,47,47,0,47,129,60.458333,76,12,75.666667,87,0
"56","2007-03-18",0.036824,0.045,9,42,16.391304,25,17,24,28.8,0,28.8,86,58.416667,66,13,74.458333,82,0
"57","2007-03-19",0.020529,0.032,13,30,27.26087,43,8,41,17.5,0,17.5,62,59.416667,67,14,72.958333,80,3
"58","2007-03-19",0.020529,0.032,13,30,27.26087,43,8,41,17.2,0,17.2,62,59.416667,67,14,72.958333,80,3
"59","2007-03-20",0.016412,0.021,12,19,28.695652,43,3,41,19.7,0,19.7,67,56.208333,60,13,79.916667,84,11
"60","2007-03-21",0.015882,0.027,9,25,20.217391,39,22,37,7,0,7,29,57.333333,65,13,69.25,84,0
"61","2007-03-22",0.014765,0.027,10,25,32.521739,47,18,44,9.5,0,9.5,40,64.708333,82,13,54.583333,82,5
"62","2007-03-23",0.027,0.037,11,34,29.869565,60,8,57,13,0,13,53,63.041667,73,11,64.166667,82,22
"63","2007-03-25",0.032824,0.043,10,40,11.869565,22,5,21,18.5,0,18.5,64,59.333333,70,11,76.833333,86,2
"64","2007-03-25",0.032824,0.043,10,40,11.869565,22,5,21,16.2,0,16.2,60,59.333333,70,11,76.833333,86,2
"65","2007-03-26",0.026118,0.032,16,30,21.652174,38,12,36,23.1,0,23.1,74,58.166667,64,15,77.958333,84,6
"66","2007-03-27",0.038,0.041,14,38,7.695652,31,6,29,3.4,0,3.4,14,56,61,14,48.958333,84,0
"67","2007-03-28",0.016765,0.038,9,35,19.695652,43,19,41,6.5,0,6.5,27,59,67,11,43.708333,65,23
"68","2007-03-29",0.016647,0.037,11,34,34.608696,53,10,50,10.5,0,10.5,44,61.625,75,11,43.625,65,1
"69","2007-03-30",0.019118,0.038,11,35,36.565217,52,10,49,10.5,0,10.5,44,63.291667,78,11,45.375,82,23
"70","2007-03-31",0.022941,0.045,11,42,35.043478,51,11,48,13.2,0,13.2,53,63.458333,81,12,49.916667,77,0
"71","2007-03-31",0.022941,0.045,11,42,35.043478,51,11,48,13.8,0,13.8,55,63.458333,81,12,49.916667,77,0
"72","2007-04-01",0.028471,0.054,11,50,33.73913,50,22,47,22.6,0,22.6,73,62.75,78,11,60.916667,83,1
"73","2007-04-02",0.028353,0.038,12,35,36.391304,51,9,48,29.7,0,29.7,88,62.75,75,12,69.625,86,3
"74","2007-04-03",0.024353,0.031,10,29,25.782609,41,11,39,20.6,0,20.6,69,62.833333,76,11,70.916667,86,23
"75","2007-04-05",0.028647,0.039,11,36,37.217391,55,10,52,44.3,0,44.3,123,62.291667,77,13,75.083333,85,2
"76","2007-04-06",0.034176,0.039,13,36,23.217391,32,8,30,23.2,0,23.2,74,60.458333,72,14,74.583333,85,1
"77","2007-04-06",0.034176,0.039,13,36,23.217391,32,8,30,24.5,0,24.5,77,60.458333,72,14,74.583333,85,1
"78","2007-04-07",0.032353,0.038,12,35,15.826087,24,14,23,18,0,18,63,59.583333,63,13,75,79,6
"79","2007-04-08",0.027,0.036,9,33,15.304348,26,23,25,15.6,0,15.6,58,59.75,66,15,75.875,81,21
"80","2007-04-09",0.023706,0.038,10,35,25.695652,34,6,32,11,0,11,46,61.583333,73,11,71.333333,86,2
"81","2007-04-10",0.025882,0.044,12,41,25.652174,46,22,43,11.2,0,11.2,47,63.125,72,10,68.208333,85,5
"82","2007-04-11",0.026059,0.044,10,41,24.173913,41,0,39,11.2,0,11.2,47,60.875,72,10,70.041667,82,2
"83","2007-04-12",0.039647,0.045,9,42,14.130435,39,7,37,8.9,0,8.9,37,60.416667,67,15,45.75,83,4
"84","2007-04-12",0.039647,0.045,9,42,14.130435,39,7,37,9,0,9,38,60.416667,67,15,45.75,83,4
"85","2007-04-13",0.016412,0.035,10,32,30.695652,53,8,50,8.3,0,8.3,35,66.791667,81,11,35.541667,61,23
"86","2007-04-14",0.028353,0.04,10,37,24.391304,44,0,42,7.7,0,7.7,32,60.916667,73,11,62.916667,80,5
"87","2007-04-15",0.03,0.047,8,44,11.565217,29,0,27,6.7,0,6.7,28,58.125,64,9,64.333333,82,0
"88","2007-04-16",0.020824,0.034,9,31,19.956522,35,23,33,10.5,0,10.5,44,59.375,69,12,68.291667,80,0
"89","2007-04-17",0.035214,0.039,11,36,19.666667,35,6,33,13.9,0,13.9,55,59.208333,71,7,71.125,83,3
"90","2007-04-18",0.041176,0.051,8,47,7,20,5,19,5,0,5,21,60.041667,67,14,34.25,80,3
"91","2007-04-18",0.041176,0.051,8,47,7,20,5,19,5.7,0,5.7,24,60.041667,67,14,34.25,80,3
"92","2007-04-19",0.038467,0.043,13,40,20.666667,41,5,39,6,0,6,25,59.958333,73,10,37.333333,66,22
"93","2007-04-20",0.015118,0.029,10,27,22.304348,35,6,33,6,0,6,25,51.625,54,1,77.166667,82,7
"94","2007-04-21",0.028529,0.045,10,42,16.869565,32,23,30,11.9,0,11.9,50,54.916667,66,12,70.583333,85,3
"95","2007-04-22",0.026588,0.041,9,38,16.521739,32,0,30,10.8,0,10.8,45,55.25,65,11,74.375,88,21
"96","2007-04-23",0.019706,0.038,11,35,19.913043,39,21,37,8.5,0,8.5,35,60.041667,71,11,66.25,88,2
"97","2007-04-24",0.018,0.038,10,35,30.26087,45,22,42,11.5,0,11.5,48,63.708333,79,11,58.041667,77,4
"98","2007-04-24",0.018,0.038,10,35,30.26087,45,22,42,10.1,0,10.1,42,63.708333,79,11,58.041667,77,4
"99","2007-04-25",0.025235,0.043,11,40,34.73913,75,10,73,13.4,0,13.4,54,66.541667,81,11,57,78,23
"100","2007-04-26",0.0206,0.039,9,36,25.315789,43,22,41,14.8,0,14.8,57,63.833333,75,11,66.25,85,3
"101","2007-04-27",0.021824,0.047,11,44,41.478261,71,9,69,18.4,0,18.4,64,69.541667,89,11,60.5,81,3
"102","2007-04-29",0.045647,0.056,11,54,15.782609,21,10,20,32.3,0,32.3,93,64,77,13,76.458333,87,5
"103","2007-04-30",0.036353,0.048,11,44,22.73913,37,9,35,25.6,0,25.6,79,63.875,77,12,73.416667,85,0
"104","2007-04-30",0.036353,0.048,11,44,22.73913,37,9,35,23.7,0,23.7,75,63.875,77,12,73.416667,85,0
"105","2007-05-01",0.032353,0.041,12,38,20.652174,38,7,36,20.8,0,20.8,69,63,75,12,73,82,1
"106","2007-05-02",0.027588,0.04,10,37,17.73913,34,6,32,14.6,0,14.6,56,62.708333,71,12,69.875,79,21
"107","2007-05-03",0.028,0.044,9,41,19.217391,39,5,37,9.4,0,9.4,39,61.333333,72,10,60.625,79,0
"108","2007-05-04",0.021588,0.032,9,30,22.217391,33,0,31,8.7,0,8.7,36,60.208333,70,11,66.666667,78,23
"109","2007-05-05",0.027471,0.047,10,44,21.478261,47,22,44,9.1,0,9.1,38,63.333333,72,10,58.5,83,4
"110","2007-05-06",0.033235,0.054,10,50,18.434783,45,23,42,4.7,0,4.7,20,72.125,85,11,21.958333,37,4
"111","2007-05-06",0.033235,0.054,10,50,18.434783,45,23,42,3.8,0,3.8,16,72.125,85,11,21.958333,37,4
"112","2007-05-07",0.035824,0.058,10,61,29.086957,59,7,56,7,0,7,29,79.5,95,11,20,36,1
"113","2007-05-08",0.028824,0.053,10,49,36.695652,59,22,56,9.3,0,9.3,39,82.25,98,11,19.833333,39,23
"114","2007-05-09",0.023647,0.043,11,40,36.521739,58,0,55,14.3,0,14.3,56,72.333333,92,11,53.541667,78,23
"115","2007-05-10",0.017,0.037,10,34,39.521739,67,9,65,18.3,0,18.3,64,67.125,83,11,59.583333,83,4
"116","2007-05-11",0.033529,0.038,11,35,26.217391,47,0,44,14.4,0,14.4,56,62.833333,74,11,64.583333,79,23
"117","2007-05-12",0.034235,0.056,11,54,16.26087,30,23,28,21.2,0,21.2,70,61.291667,74,12,67.083333,81,1
"118","2007-05-12",0.034235,0.056,11,54,16.26087,30,23,28,21.4,0,21.4,71,61.291667,74,12,67.083333,81,1
"119","2007-05-13",0.042,0.063,10,77,17.956522,33,2,31,18,0,18,63,62.833333,75,11,66,80,4
"120","2007-05-14",0.034647,0.049,11,45,22.826087,39,9,37,21.5,0,21.5,71,62.416667,74,11,69.583333,84,23
"121","2007-05-15",0.040294,0.048,12,44,21.565217,37,11,35,28.1,0,28.1,85,61.125,73,13,72.916667,83,0
"122","2007-05-16",0.038412,0.049,12,45,21.652174,39,8,37,28.1,0,28.1,85,61.333333,72,13,72.083333,81,22
"123","2007-05-17",0.044529,0.057,12,58,19.913043,37,9,35,25,0,25,78,61.875,71,11,73,83,22
"124","2007-05-18",0.041059,0.06,11,67,23.652174,41,10,39,27.4,0,27.4,83,62.208333,73,11,74.666667,83,3
"125","2007-05-18",0.041059,0.06,11,67,23.652174,41,10,39,28.5,0,28.5,85,62.208333,73,11,74.666667,83,3
"126","2007-05-19",0.051765,0.072,11,105,19.73913,32,11,30,27.4,0,27.4,83,62.916667,76,12,73.5,84,4
"127","2007-05-20",0.054235,0.064,11,80,11.521739,17,11,16,24,0,24,76,63.083333,73,13,74.791667,83,0
"128","2007-05-21",0.025765,0.029,16,27,19.826087,30,8,28,11.7,0,11.7,49,60.875,64,15,75,85,4
"129","2007-05-22",0.036941,0.046,11,43,18.565217,36,5,34,15.4,0,15.4,58,63,71,13,70.791667,83,4
"130","2007-05-23",0.039176,0.05,10,46,12.478261,25,7,24,10.3,0,10.3,43,63.416667,73,12,69.291667,83,0
"131","2007-05-24",0.037412,0.044,10,41,20.434783,45,8,42,14,0,14,55,63.25,76,10,71.75,85,3
"132","2007-05-24",0.037412,0.044,10,41,20.434783,45,8,42,14.7,0,14.7,56,63.25,76,10,71.75,85,3
"133","2007-05-25",0.037824,0.052,10,48,20.826087,41,8,39,20.9,0,20.9,70,64.375,74,10,69.833333,79,3
"134","2007-05-26",0.046647,0.059,10,64,16,27,10,25,23.6,0,23.6,75,64.25,77,10,71.125,82,21
"135","2007-05-27",0.048706,0.062,11,74,13.173913,18,9,17,22.6,0,22.6,73,64.291667,76,11,70.333333,82,22
"136","2007-05-28",0.035647,0.047,8,44,10.217391,13,22,12,13.1,0,13.1,53,64.125,75,11,68.625,82,0
"137","2007-05-29",0.033882,0.039,13,36,15.434783,27,8,25,12,0,12,50,63.25,76,14,68.583333,81,23
"138","2007-05-30",0.034824,0.045,11,42,14.956522,37,10,35,14.1,0,14.1,55,62.666667,75,11,70.291667,82,0
"139","2007-05-31",0.032176,0.047,11,44,23,43,10,41,18.1,0,18.1,64,62.833333,75,13,69.875,81,0
"140","2007-06-01",0.029059,0.039,13,36,24.086957,38,11,36,19.7,0,19.7,67,62.666667,74,11,71.666667,83,3
"141","2007-06-02",0.035,0.05,11,46,19.086957,34,3,32,17.8,0,17.8,63,65.125,77,12,71.833333,81,0
"142","2007-06-03",0.036824,0.052,11,48,13.956522,19,11,18,22,0,22,72,63.916667,74,13,74.958333,84,21
"143","2007-06-04",0.021765,0.043,10,40,26.434783,46,9,43,21.6,0,21.6,71,65.25,75,12,72.708333,83,22
"144","2007-06-05",0.021059,0.027,13,25,21.608696,32,10,30,13.5,0,13.5,54,61.625,66,13,77.416667,84,2
"145","2007-06-05",0.021059,0.027,13,25,21.608696,32,10,30,13,0,13,53,61.625,66,13,77.416667,84,2
"146","2007-06-06",0.021353,0.034,10,31,19.478261,34,6,32,9,0,9,38,63.833333,72,9,60.041667,80,4
"147","2007-06-07",0.023235,0.038,11,35,21.73913,31,22,29,11.3,0,11.3,47,66.208333,79,11,59.958333,81,3
"148","2007-06-08",0.026471,0.037,10,34,26.347826,41,22,39,11.7,0,11.7,49,66.625,80,11,61.875,77,3
"149","2007-06-09",0.031235,0.044,11,41,17.565217,28,0,26,15,0,15,57,65.041667,77,11,68.791667,80,2
"150","2007-06-10",0.044588,0.059,10,64,12.913043,21,0,20,17.8,0,17.8,63,65.625,79,12,71.208333,81,1
"151","2007-06-11",0.035529,0.048,11,44,20.043478,33,10,31,17.7,0,17.7,63,66.166667,76,13,70.25,80,4
"152","2007-06-11",0.035529,0.048,11,44,20.043478,33,10,31,18,0,18,63,66.166667,76,13,70.25,80,4
"153","2007-06-12",0.038765,0.059,11,64,25.521739,45,8,42,18.4,0,18.4,64,69.291667,81,11,66.666667,80,23
"154","2007-06-13",0.024353,0.051,10,47,29.913043,56,9,53,13.9,0,13.9,55,71.083333,87,11,66.625,85,4
"155","2007-06-14",0.019588,0.039,10,36,33.608696,50,9,47,13.8,0,13.8,55,71.75,87,12,65.75,85,4
"156","2007-06-15",0.020588,0.032,10,30,26.73913,36,0,34,12.8,0,12.8,52,71.083333,86,15,67.833333,85,3
"157","2007-06-16",0.036,0.045,11,42,17.043478,31,2,29,15,0,15,57,68.958333,84,12,69.833333,85,23
"158","2007-06-17",0.037941,0.053,11,49,12,17,9,16,17,0,17,61,67.833333,81,11,71.375,85,0
"159","2007-06-17",0.037941,0.053,11,49,12,17,9,16,17.3,0,17.3,62,67.833333,81,11,71.375,85,0
"160","2007-06-18",0.024412,0.037,10,34,19.217391,27,9,25,16.3,0,16.3,60,69.041667,81,11,67.916667,84,0
"161","2007-06-19",0.030882,0.041,10,38,20.956522,40,10,38,12.9,0,12.9,53,69.375,84,11,67.208333,84,0
"162","2007-06-20",0.026824,0.052,11,48,26.043478,46,8,43,13.7,0,13.7,54,70.291667,84,11,66.208333,87,4
"163","2007-06-21",0.022824,0.041,11,38,33.217391,46,23,43,15,0,15,57,71.291667,85,11,63.833333,82,3
"164","2007-06-22",0.025941,0.047,11,44,37.869565,47,1,44,17.4,0,17.4,62,73.625,89,12,60.666667,79,23
"165","2007-06-29",0.033353,0.06,12,67,31.478261,50,23,47,16.6,0,16.6,60,74.375,86,10,62.125,85,4
"166","2007-06-29",0.033353,0.06,12,67,31.478261,50,23,47,16.7,0,16.7,61,74.375,86,10,62.125,85,4
"167","2007-06-30",0.034118,0.066,10,87,24,37,0,35,17.8,0,17.8,63,74.875,86,10,64.75,84,4
"168","2007-07-01",0.036824,0.07,10,100,23,42,22,40,15,0,15,57,77.166667,92,11,57.875,78,4
"169","2007-07-02",0.029471,0.062,10,74,31.608696,53,9,50,17.2,0,17.2,62,78.333333,90,11,57.083333,75,5
"170","2007-07-03",0.034059,0.064,11,80,32.73913,49,8,46,17.8,0,17.8,63,79.5,93,12,54.75,75,4
"171","2007-07-04",0.045882,0.067,10,90,22.565217,35,8,33,39,0,39,110,75.625,87,10,67.291667,82,21
"172","2007-07-05",0.024941,0.047,10,44,25.913043,42,9,40,44.8,0,44.8,124,73.708333,84,10,70.333333,84,3
"173","2007-07-06",0.024714,0.046,10,43,23.315789,32,12,30,21.8,0,21.8,71,72.833333,88,11,71.125,84,3
"174","2007-07-07",0.030412,0.05,10,46,25.652174,46,9,43,22,0,22,72,72.333333,84,10,70.5,85,0
"175","2007-07-08",0.032765,0.048,9,44,15.391304,22,1,21,14.4,0,14.4,56,71.958333,82,10,69.791667,82,0
"176","2007-07-09",0.026882,0.035,10,32,18.130435,30,7,28,12.6,0,12.6,52,70.75,83,12,69.791667,79,2
"177","2007-07-10",0.017941,0.025,10,23,18.869565,37,11,35,11.9,0,11.9,50,69.291667,80,10,71.5,79,0
"178","2007-07-11",0.016529,0.029,11,27,16.304348,26,7,25,5.2,0,5.2,22,69.583333,80,13,68.75,79,2
"179","2007-07-11",0.016529,0.029,11,27,16.304348,26,7,25,9.5,0,9.5,40,69.583333,80,13,68.75,79,2
"180","2007-07-12",0.015941,0.032,10,30,22.73913,33,21,31,10.8,0,10.8,45,71.583333,84,12,63.416667,83,3
"181","2007-07-13",0.017294,0.036,10,33,31.782609,54,11,51,10.8,0,10.8,45,76.916667,92,11,52.083333,74,4
"182","2007-07-14",0.017059,0.03,10,28,27.521739,42,23,40,13.6,0,13.6,54,76.375,90,13,61.083333,70,3
"183","2007-07-15",0.028294,0.047,9,44,18.043478,40,0,38,14.5,0,14.5,56,74.375,86,13,67.458333,80,4
"184","2007-07-16",0.027176,0.047,11,44,23.73913,34,23,32,17,0,17,61,71.583333,83,12,71.041667,82,1
"185","2007-07-17",0.024059,0.043,10,40,24,44,9,42,15.7,0,15.7,59,70.791667,81,11,67.375,79,4
"186","2007-07-17",0.024059,0.043,10,40,24,44,9,42,15,0,15,57,70.791667,81,11,67.375,79,4
"187","2007-07-18",0.013294,0.031,10,29,19.478261,33,9,31,8.3,0,8.3,35,72.791667,84,11,64.875,79,4
"188","2007-07-19",0.017294,0.029,12,27,24.652174,40,23,38,11.1,0,11.1,46,75.291667,89,11,64.291667,81,4
"189","2007-07-20",0.023471,0.04,11,37,28.608696,38,9,36,18.8,0,18.8,65,72.958333,86,11,70.291667,85,4
"190","2007-07-21",0.033588,0.051,11,47,20.565217,31,0,29,18.3,0,18.3,64,71.958333,85,13,71.458333,83,1
"191","2007-07-22",0.036471,0.064,10,80,19.26087,24,8,23,21.9,0,21.9,72,73.791667,86,11,68.5,80,0
"192","2007-07-23",0.032118,0.058,11,61,33.173913,54,10,51,19.2,0,19.2,66,75.958333,89,12,66.458333,82,5
"193","2007-07-23",0.032118,0.058,11,61,33.173913,54,10,51,19.3,0,19.3,66,75.958333,89,12,66.458333,82,5
"194","2007-07-24",0.022294,0.038,10,35,26.913043,48,8,45,16.8,0,16.8,61,75.458333,87,10,68.625,82,1
"195","2007-07-25",0.028235,0.055,10,51,33,53,9,50,18.9,0,18.9,65,76.5,91,11,64.5,81,5
"196","2007-07-26",0.031,0.057,10,58,37.956522,84,9,83,16.8,0,16.8,61,78.958333,93,11,55.416667,76,4
"197","2007-07-27",0.026529,0.049,10,45,33,69,8,67,12.4,0,12.4,52,78.458333,92,11,53.041667,71,3
"198","2007-07-28",0.029412,0.045,10,42,23.217391,41,1,39,14.3,0,14.3,56,77,91,11,62.541667,82,5
"199","2007-07-29",0.032824,0.053,10,49,17.347826,32,2,30,13.9,0,13.9,55,74.625,88,11,66.25,82,4
"200","2007-07-29",0.032824,0.053,10,49,17.347826,32,2,30,13.4,0,13.4,54,74.625,88,11,66.25,82,4
"201","2007-07-30",0.025471,0.041,11,38,23.521739,31,3,29,15,0,15,57,73.75,85,11,69.041667,83,3
"202","2007-07-31",0.029294,0.035,12,32,22.173913,31,0,29,16.4,0,16.4,60,73.5,84,11,70.583333,81,0
"203","2007-08-01",0.033706,0.046,11,43,21.73913,40,10,38,19.5,0,19.5,67,73.541667,87,12,71.791667,83,22
"204","2007-08-02",0.027471,0.041,11,38,20.608696,38,9,36,17.8,0,17.8,63,71.875,82,12,73.666667,84,3
"205","2007-08-03",0.028647,0.05,11,46,28,48,9,45,20.4,0,20.4,68,73.291667,88,11,70.833333,86,3
"206","2007-08-04",0.029529,0.04,10,37,19.913043,33,0,31,14.8,0,14.8,57,74.208333,86,11,69.791667,82,2
"207","2007-08-05",0.035118,0.044,11,41,9.826087,13,8,12,10.2,0,10.2,43,72.416667,83,12,67.875,80,21
"208","2007-08-06",0.027,0.042,11,39,17.782609,29,6,27,11.6,0,11.6,48,72.125,81,11,67,78,0
"209","2007-08-07",0.022,0.036,12,33,22.73913,39,23,37,10.5,0,10.5,44,70.625,82,11,66.041667,82,1
"210","2007-08-08",0.023647,0.04,11,37,28.695652,45,9,42,12.4,0,12.4,52,71.833333,83,10,62.791667,78,4
"211","2007-08-09",0.028,0.046,10,43,25.869565,41,8,39,12.3,0,12.3,51,71.916667,84,11,66.458333,80,4
"212","2007-08-10",0.031308,0.049,11,45,19.5,36,5,34,16.6,0,16.6,60,70.916667,83,11,70.625,84,21
"213","2007-08-11",0.031176,0.061,11,71,23.043478,42,10,40,20.8,0,20.8,69,70.708333,85,11,72.208333,86,3
"214","2007-08-12",0.030235,0.061,10,71,27.086957,46,9,43,13.1,0,13.1,53,74.125,87,11,64.375,83,3
"215","2007-08-13",0.023,0.048,10,44,39.652174,90,9,89,13.3,0,13.3,54,78.125,93,11,52.708333,78,2
"216","2007-08-14",0.025529,0.053,10,49,42.173913,87,10,86,14.3,0,14.3,56,78.791667,93,12,56.458333,79,2
"217","2007-08-15",0.025765,0.054,10,50,38.818182,62,9,60,14.8,0,14.8,57,79.333333,94,13,55.375,75,4
