Date.Local,dal.ozone.Mean,dal.ozone.Max.Value,dal.ozone.Max.Hour,dal.ozone.AQI,dal.nitrogen.Mean,dal.nitrogen.Max.Value,dal.nitrogen.Max.Hour,dal.nitrogen.AQI,dal.pm.Max.Value,dal.pm.Max.Hour,dal.pm.Mean,dal.pm.AQI,dal.temp.Mean,dal.temp.Max.Value,dal.temp.Max.Hour,dal.rh.Mean,dal.rh.Max.Value,dal.rh.Max.Hour
2/13/07,0.0217,0.024,12,22,8.863636,12,0,11,13.2,0,13.2,53,42.227273,55,0,68.181818,85,0
2/14/07,0.022588,0.023,7,21,9.6,13,17,12,13.2,0,13.2,53,30.5,32,16,60.95,67,8
2/15/07,0.023118,0.028,10,26,9.333333,14,19,13,10.2,0,10.2,43,29.291667,34,16,56.5,69,2
2/16/07,0.016471,0.027,10,25,22.958333,83,7,82,13.6,0,13.6,54,33.5,47,16,55.5,79,7
2/17/07,0.020941,0.037,10,34,19.333333,39,2,37,5.4,0,5.4,23,47.208333,56,14,40.916667,66,4
2/17/07,0.020941,0.037,10,34,19.333333,39,2,37,5.4,0,5.4,23,47.208333,56,14,40.916667,66,4
2/18/07,0.031235,0.036,11,33,18.545455,37,0,35,5.3,0,5.3,22,48.125,60,15,43.041667,80,6
2/19/07,0.034529,0.041,12,38,11.5,24,7,23,4.9,0,4.9,20,58.166667,71,16,49.75,68,23
2/20/07,0.017588,0.036,11,33,19.583333,42,19,40,7.2,0,7.2,30,67.166667,80,15,52.041667,81,7
2/21/07,0.014118,0.03,11,28,30.625,56,23,53,9.6,0,9.6,40,63.333333,77,16,37.625,70,0
2/22/07,0.032059,0.043,12,40,34.833333,67,8,65,12.9,0,12.9,53,66.416667,79,14,35.208333,58,6
2/23/07,0.021235,0.024,21,22,16.291667,31,6,29,10.5,0,10.5,44,63.166667,69,15,73.125,91,18
2/23/07,0.021235,0.024,21,22,16.291667,31,6,29,11.3,0,11.3,47,63.166667,69,15,73.125,91,18
2/24/07,0.032176,0.038,9,35,4.875,7,7,7,20,0,20,68,64,69,13,46.125,85,3
2/24/07,0.032176,0.038,9,35,4.875,7,7,7,20,0,20,68,64,69,13,46.125,85,3
2/25/07,0.025118,0.04,10,37,14.25,48,20,45,4.4,0,4.4,18,52.916667,62,16,28.916667,45,0
2/26/07,0.031294,0.039,11,36,18.541667,35,6,33,5.3,0,5.3,22,60.541667,75,14,28.958333,53,5
2/27/07,0.035412,0.048,11,44,16.583333,42,6,40,13.2,0,13.2,53,64.5,80,15,42,64,23
2/28/07,0.021706,0.025,12,23,10.083333,24,8,23,16.6,0,16.6,60,68.75,74,14,70.833333,83,23
3/1/07,0.021529,0.039,10,36,12.666667,49,23,46,8.7,0,8.7,36,58.208333,68,0,40.25,84,0
3/1/07,0.021529,0.039,10,36,12.666667,49,23,46,9.2,0,9.2,38,58.208333,68,0,40.25,84,0
3/2/07,0.026412,0.041,10,38,25.708333,49,22,46,5.5,0,5.5,23,52.791667,61,14,28.75,72,4
3/3/07,0.032471,0.04,10,37,8.875,30,1,28,4.5,0,4.5,19,46.875,52,15,25.875,35,6
3/4/07,0.020706,0.041,10,38,17.636364,50,21,47,5.6,0,5.6,23,45.625,57,16,29.708333,50,4
3/5/07,0.024471,0.041,10,38,32.636364,46,7,43,7.5,0,7.5,31,55.625,70,15,29.041667,54,6
3/6/07,0.032706,0.049,11,45,32.416667,52,5,49,8.6,0,8.6,36,59,69,15,26.166667,39,7
3/7/07,0.026059,0.05,11,46,29.590909,52,20,49,8.9,0,8.9,37,61.5,75,16,47.541667,77,6
3/7/07,0.026059,0.05,11,46,29.590909,52,20,49,8.7,0,8.7,36,61.5,75,16,47.541667,77,6
3/8/07,0.034353,0.051,11,47,31.958333,51,0,48,11.4,0,11.4,48,65.541667,76,14,46.291667,73,6
3/9/07,0.023706,0.044,10,41,20.333333,49,23,46,10.6,0,10.6,44,69.791667,80,17,50.708333,75,8
3/10/07,0.045353,0.061,11,71,22.666667,49,0,46,9.8,0,9.8,41,70,82,17,33.416667,61,6
3/11/07,0.042706,0.049,11,45,7.863636,14,7,13,11.1,0,11.1,46,70.125,78,15,54.375,83,23
3/12/07,0.016824,0.027,11,25,13.428571,21,21,20,14.1,0,14.1,55,66.5,72,15,75.375,90,2
3/13/07,0.019471,0.031,11,29,19.625,37,19,35,12.4,0,12.4,52,65.333333,75,13,81.625,94,3
3/13/07,0.019471,0.031,11,29,19.625,37,19,35,11.2,0,11.2,47,65.333333,75,13,81.625,94,3
3/14/07,0.016706,0.029,12,27,23.25,44,21,42,6.9,0,6.9,29,63.75,71,16,75.791667,87,5
3/15/07,0.037471,0.052,12,48,16.75,32,9,30,9.4,0,9.4,39,68.125,80,16,65.166667,94,5
3/16/07,0.024471,0.042,11,39,12.666667,45,22,42,7.4,0,7.4,31,59,65,14,42.5,69,4
3/17/07,0.037765,0.05,11,46,23.833333,42,0,40,13.4,0,13.4,54,60.541667,71,15,44.416667,69,23
3/18/07,0.039,0.042,11,39,6.272727,10,0,9,11.5,0,11.5,48,65.541667,72,16,73.041667,83,4
3/19/07,0.029,0.036,9,33,9.5,19,21,18,9.2,0,9.2,38,69.083333,73,13,69.666667,78,3
3/19/07,0.029,0.036,9,33,9.5,19,21,18,10.3,0,10.3,43,69.083333,73,13,69.666667,78,3
3/20/07,0.033118,0.037,12,34,11.791667,21,5,20,11.8,0,11.8,49,68.791667,74,13,70.583333,90,5
3/21/07,0.026118,0.03,13,28,9.909091,21,7,20,12,0,12,50,70.75,77,15,72.875,86,7
3/22/07,0.022,0.027,11,25,14.041667,25,21,24,13.1,0,13.1,53,68.666667,72,16,73.5,85,6
3/23/07,0.024353,0.03,20,28,10.958333,17,16,16,10.1,0,10.1,42,70.083333,76,17,71.541667,86,6
3/24/07,0.027235,0.04,10,37,11.25,35,21,33,9.1,0,9.1,38,70.958333,79,16,63.25,85,7
3/25/07,0.023,0.029,10,27,7.05,14,20,13,9.7,0,9.7,40,70.916667,77,15,71.75,87,7
3/25/07,0.023,0.029,10,27,7.05,14,20,13,9.8,0,9.8,41,70.916667,77,15,71.75,87,7
3/26/07,0.021765,0.028,20,26,14.333333,23,17,22,8.8,0,8.8,37,66.708333,71,13,84.083333,93,19
3/27/07,0.024412,0.037,11,34,13.958333,26,5,25,5.4,0,5.4,23,68.875,79,16,72.916667,94,7
3/28/07,0.022353,0.028,11,26,9.375,22,20,21,10.6,0,10.6,44,73.25,80,15,68.708333,86,0
3/29/07,0.018,0.025,19,23,12.041667,22,15,21,11.7,0,11.7,49,70.208333,74,12,80.791667,92,22
3/30/07,0.020765,0.024,14,22,11.041667,18,22,17,9.7,0,9.7,40,67,72,9,86.875,94,21
3/31/07,0.026235,0.048,11,44,15.125,49,22,46,3.7,0,3.7,15,62.416667,70,16,60.916667,94,0
3/31/07,0.026235,0.048,11,44,15.125,49,22,46,3.8,0,3.8,16,62.416667,70,16,60.916667,94,0
4/1/07,0.034471,0.052,11,48,18.5,45,0,42,5.1,0,5.1,21,68.916667,81,15,51.708333,80,3
4/2/07,0.020706,0.024,9,22,16.041667,30,5,28,10.4,0,10.4,43,70.958333,77,12,75,90,6
4/3/07,0.033529,0.039,11,36,10.125,28,20,26,11,0,11,46,75.666667,85,15,69.25,88,5
4/4/07,0.037765,0.042,11,39,8.708333,14,20,13,6.6,0,6.6,28,60.375,68,0,34.25,44,7
4/5/07,0.039353,0.044,11,41,8.916667,18,6,17,7.5,0,7.5,31,56.5,64,15,34.625,45,3
4/6/07,0.035941,0.038,8,35,6.791667,13,7,12,6.9,0,6.9,29,49.333333,55,0,47.5,63,6
4/6/07,0.035941,0.038,8,35,6.791667,13,7,12,7.1,0,7.1,30,49.333333,55,0,47.5,63,6
4/7/07,0.027412,0.037,9,34,7.708333,26,21,25,6.1,0,6.1,25,40.625,43,15,45.25,70,21
4/8/07,0.040059,0.046,9,43,6.590909,20,0,19,7.5,0,7.5,31,45.541667,50,15,38.875,71,1
4/9/07,0.026882,0.032,10,30,16.083333,33,7,31,9.9,0,9.9,41,51.375,57,21,52.25,61,22
4/10/07,0.028412,0.037,15,34,15.666667,30,6,28,11,0,11,46,62.208333,75,16,73.875,88,6
4/11/07,0.026294,0.044,11,41,16.166667,40,19,38,5.4,0,5.4,23,63.625,72,14,41.666667,78,5
4/12/07,0.046118,0.052,11,48,22.666667,48,6,45,7.4,0,7.4,31,65.791667,76,14,32.958333,65,5
4/12/07,0.046118,0.052,11,48,22.666667,48,6,45,7.2,0,7.2,30,65.791667,76,14,32.958333,65,5
4/13/07,0.024294,0.03,8,28,9.5,10,0,9,11.8,0,11.8,49,64.875,75,15,70.083333,91,21
4/14/07,0.022529,0.038,11,35,NA,NA,NA,NA,5,0,5,21,49.166667,56,0,69.375,89,2
4/15/07,0.031059,0.05,11,46,NA,NA,NA,NA,7.1,0,7.1,30,56.583333,69,15,51.208333,87,2
4/16/07,0.044353,0.054,11,50,NA,NA,NA,NA,9.6,0,9.6,40,62.5,71,13,49.375,71,4
4/17/07,0.021118,0.028,13,26,34,40,21,38,11.3,0,11.3,47,59.333333,63,0,83.791667,93,13
4/18/07,0.024706,0.044,11,41,24.791667,56,21,53,8.8,0,8.8,37,62.041667,69,16,71.708333,93,0
4/18/07,0.024706,0.044,11,41,24.791667,56,21,53,9.4,0,9.4,39,62.041667,69,16,71.708333,93,0
4/19/07,0.037176,0.054,11,50,27.416667,50,0,47,17.9,0,17.9,63,66.375,77,15,66.958333,92,5
4/20/07,0.039882,0.061,11,71,27.647059,40,6,38,17.8,0,17.8,63,70.916667,79,14,61.75,84,5
4/21/07,0.058235,0.066,11,87,13.541667,30,0,28,20.3,0,20.3,68,70.083333,79,14,58.208333,84,4
4/22/07,0.034882,0.044,7,41,5.75,9,20,8,17.6,0,17.6,63,70,76,14,69.958333,84,5
4/23/07,0.029941,0.032,11,30,10.875,25,5,24,18.3,0,18.3,64,71.958333,78,15,74.958333,89,5
4/23/07,0.029941,0.032,11,30,10.875,25,5,24,18.3,0,18.3,64,71.958333,78,15,74.958333,89,5
4/24/07,0.023176,0.03,17,28,9.083333,17,10,16,16.1,0,16.1,59,70.958333,74,18,82.916667,93,15
4/24/07,0.023176,0.03,17,28,9.083333,17,10,16,16.1,0,16.1,59,70.958333,74,18,82.916667,93,15
4/24/07,0.023176,0.03,17,28,9.083333,17,10,16,15.4,0,15.4,58,70.958333,74,18,82.916667,93,15
4/25/07,0.025176,0.035,10,32,14.833333,35,21,33,5,0,5,21,66.041667,69,3,58,90,4
4/26/07,0.025412,0.044,11,41,14.958333,43,23,41,2.7,0,2.7,11,62.375,71,16,51.5,68,23
4/27/07,0.040235,0.059,11,64,23.375,41,0,39,7.8,0,7.8,33,69.5,81,15,53.083333,80,5
4/28/07,0.045471,0.068,10,93,19.25,43,5,41,10.4,0,10.4,43,74,82,14,50.833333,78,5
4/29/07,0.042471,0.064,10,80,14.954545,34,5,32,11.1,0,11.1,46,76.041667,84,14,47.166667,67,23
4/30/07,0.031765,0.046,11,43,14.833333,27,20,25,7.4,0,7.4,31,74.625,83,15,65.375,85,5
4/30/07,0.031765,0.046,11,43,14.833333,27,20,25,7.1,0,7.1,30,74.625,83,15,65.375,85,5
5/1/07,0.026118,0.031,12,29,13.375,22,11,21,5.4,0,5.4,23,67.5,71,15,83.666667,92,7
5/2/07,0.030235,0.034,18,31,13.5,27,5,25,7.6,0,7.6,32,70.041667,79,13,81.666667,93,7
5/3/07,0.027765,0.034,10,31,12.541667,28,6,26,5.4,0,5.4,23,68,74,14,79.125,89,5
5/4/07,0.026176,0.032,11,30,10.666667,23,6,22,17,0,17,61,74.916667,84,16,79.333333,93,6
5/4/07,0.026176,0.032,11,30,10.666667,23,6,22,17,0,17,61,74.916667,84,16,79.333333,93,6
5/5/07,0.018471,0.021,10,19,6.25,10,7,9,16.8,0,16.8,61,77.041667,81,17,78,88,0
5/5/07,0.018471,0.021,10,19,6.25,10,7,9,16.8,0,16.8,61,77.041667,81,17,78,88,0
5/6/07,0.019882,0.024,8,22,3.636364,6,18,6,10.2,0,10.2,43,79.5,85,14,68.25,83,2
5/6/07,0.019882,0.024,8,22,3.636364,6,18,6,10.5,0,10.5,44,79.5,85,14,68.25,83,2
5/7/07,0.023529,0.032,10,30,7.666667,16,21,15,12.8,0,12.8,52,80.083333,86,14,65.625,81,6
5/8/07,0.029824,0.036,16,33,10.083333,19,6,18,13.4,0,13.4,54,75.916667,83,13,71.291667,91,2
5/9/07,0.030765,0.044,12,41,17.416667,30,6,28,11.6,0,11.6,48,73.666667,81,14,73.291667,91,0
5/10/07,0.039235,0.052,12,48,12.791667,26,9,25,12.2,0,12.2,51,73.166667,79,14,68.541667,89,6
5/11/07,0.033471,0.06,10,67,16.5,37,21,35,13.5,0,13.5,54,74.916667,83,17,59.166667,88,5
5/12/07,0.027294,0.053,9,49,18.5,39,22,37,11.9,0,11.9,50,76.583333,85,13,62.708333,87,4
5/13/07,0.030647,0.058,9,61,16.363636,40,22,38,13.7,0,13.7,54,77.083333,85,13,64.375,90,5
5/14/07,0.035824,0.062,10,74,23.875,46,20,43,18.4,0,18.4,64,78.166667,88,15,64.958333,84,4
5/15/07,0.043118,0.061,10,71,13.375,37,5,35,13.9,0,13.9,55,77.791667,88,13,58.458333,78,2
5/16/07,0.043882,0.052,11,48,8.125,20,21,19,6.1,0,6.1,25,69.166667,77,16,45.916667,71,1
5/17/07,0.041882,0.062,11,74,10.791667,22,5,21,8.8,0,8.8,37,72.208333,79,15,38.75,53,4
5/18/07,0.055235,0.069,12,97,21.666667,48,1,45,13.9,0,13.9,55,72.833333,79,15,43.208333,66,5
5/19/07,0.052471,0.064,12,80,9.791667,21,22,20,11.4,0,11.4,48,70.5,78,16,47.833333,69,3
5/20/07,0.052353,0.065,11,84,10.15,19,21,18,14.4,0,14.4,56,72.916667,81,14,48.583333,64,5
5/21/07,0.039706,0.051,10,47,15.291667,33,5,31,17.1,0,17.1,62,71.75,78,16,70.458333,90,7
5/22/07,0.035471,0.041,10,38,9.666667,21,5,20,11.4,0,11.4,48,73.583333,80,15,73.291667,93,3
5/23/07,0.028706,0.036,11,33,9.625,20,5,19,13.4,0,13.4,54,76.416667,85,15,67.791667,85,5
5/24/07,0.025364,0.03,10,28,12,19,17,18,10,0,10,42,72.565217,84,13,79.913043,91,15
5/29/07,0.021706,0.035,11,32,20,34,20,32,5.6,0,5.6,23,NA,NA,NA,NA,NA,NA
5/30/07,0.027118,0.035,12,32,13,24,11,23,4.7,0,4.7,20,NA,NA,NA,NA,NA,NA
5/30/07,0.027118,0.035,12,32,13,24,11,23,5.2,0,5.2,22,NA,NA,NA,NA,NA,NA
5/31/07,0.027235,0.036,11,33,12.583333,23,0,22,8.7,0,8.7,36,NA,NA,NA,NA,NA,NA
6/1/07,0.032353,0.035,12,32,11.916667,30,6,28,10.4,0,10.4,43,78.75,85,14,65.125,82,3
6/2/07,0.046059,0.076,12,119,14.125,41,22,39,5.4,0,5.4,23,76.291667,85,16,64.083333,93,2
6/3/07,0.030294,0.052,11,48,13.863636,42,22,40,5.5,0,5.5,23,76.916667,84,15,67.208333,91,8
6/4/07,0.021235,0.036,8,33,24.166667,39,22,37,8.3,0,8.3,35,74.666667,85,13,73.583333,90,23
6/5/07,0.040941,0.067,11,90,24.875,42,9,40,11,0,11,46,78.416667,89,15,55.375,92,1
6/5/07,0.040941,0.067,11,90,24.875,42,9,40,11,0,11,46,78.416667,89,15,55.375,92,1
6/6/07,0.043118,0.06,9,67,15.125,35,4,33,7.1,0,7.1,30,80.916667,89,13,55.916667,75,6
6/7/07,0.027824,0.038,11,35,6,10,6,9,16.5,0,16.5,60,84.375,92,15,61.416667,74,1
6/7/07,0.027824,0.038,11,35,6,10,6,9,16.5,0,16.5,60,84.375,92,15,61.416667,74,1
6/8/07,0.033647,0.043,13,40,8.708333,14,16,13,11.3,0,11.3,47,81.375,87,17,64.041667,80,5
6/9/07,0.024647,0.034,10,31,9.541667,25,9,24,14.7,0,14.7,56,83.583333,91,14,63.875,78,5
6/10/07,0.022529,0.029,10,27,5.909091,13,3,12,18.2,0,18.2,64,83.291667,90,14,65.625,87,3
6/10/07,0.022529,0.029,10,27,5.909091,13,3,12,18.2,0,18.2,64,83.291667,90,14,65.625,87,3
6/11/07,0.027706,0.039,11,36,10.833333,23,22,22,18.8,0,18.8,65,84.875,93,14,57.666667,81,5
6/11/07,0.027706,0.039,11,36,10.833333,23,22,22,18.8,0,18.8,65,84.875,93,14,57.666667,81,5
6/11/07,0.027706,0.039,11,36,10.833333,23,22,22,18.3,0,18.3,64,84.875,93,14,57.666667,81,5
6/11/07,0.027706,0.039,11,36,10.833333,23,22,22,18.3,0,18.3,64,84.875,93,14,57.666667,81,5
6/12/07,0.028647,0.045,10,42,15.291667,28,21,26,17.1,0,17.1,62,85.041667,92,15,57.125,81,5
6/12/07,0.028647,0.045,10,42,15.291667,28,21,26,17.1,0,17.1,62,85.041667,92,15,57.125,81,5
6/13/07,0.036353,0.042,12,39,12.125,24,5,23,15.8,0,15.8,59,83.5,91,16,58.166667,81,5
6/14/07,0.032471,0.041,12,38,14.083333,25,5,24,11.5,0,11.5,48,79.791667,87,15,62.583333,80,23
6/15/07,0.038176,0.049,12,45,12.25,22,7,21,7.8,0,7.8,33,76.166667,84,16,70.166667,89,2
6/16/07,0.027529,0.035,9,32,7.333333,12,1,11,4.4,0,4.4,18,73.5,78,16,82.333333,91,6
6/17/07,0.023529,0.029,10,27,5.7,8,10,8,6,0,6,25,74.291667,79,16,83.375,93,8
6/17/07,0.023529,0.029,10,27,5.7,8,10,8,6.6,0,6.6,28,74.291667,79,16,83.375,93,8
6/18/07,0.019294,0.026,11,24,6.208333,13,22,12,8.2,0,8.2,34,82.958333,91,15,65.75,89,0
6/19/07,0.025176,0.031,11,29,8.166667,15,22,14,12.3,0,12.3,51,85.083333,92,15,65.833333,82,4
6/20/07,0.033471,0.05,11,46,12.5,21,8,20,8.8,0,8.8,37,81.541667,90,16,64.916667,80,3
6/21/07,0.021588,0.029,14,27,11.958333,25,5,24,12.7,0,12.7,52,77.291667,85,13,76.166667,93,5
6/22/07,0.018353,0.024,11,22,13.708333,24,4,23,10.6,0,10.6,44,78.291667,87,13,70.833333,83,4
6/23/07,0.018941,0.025,10,23,6.875,13,1,12,20.6,0,20.6,69,81.458333,89,15,55.208333,78,5
6/23/07,0.018941,0.025,10,23,6.875,13,1,12,20.6,0,20.6,69,81.458333,89,15,55.208333,78,5
6/23/07,0.018941,0.025,10,23,6.875,13,1,12,21.1,0,21.1,70,81.458333,89,15,55.208333,78,5
6/23/07,0.018941,0.025,10,23,6.875,13,1,12,21.1,0,21.1,70,81.458333,89,15,55.208333,78,5
6/24/07,0.027706,0.034,16,31,4.909091,9,23,8,20.2,0,20.2,68,78.416667,86,15,66.458333,83,5
6/24/07,0.027706,0.034,16,31,4.909091,9,23,8,20.2,0,20.2,68,78.416667,86,15,66.458333,83,5
6/25/07,0.014471,0.021,10,19,10.333333,20,5,19,12.9,0,12.9,53,77.583333,84,12,79.208333,89,23
6/26/07,0.023235,0.026,17,24,13.291667,27,22,25,8.3,0,8.3,35,74,86,12,86.333333,94,20
6/27/07,0.016353,0.02,20,19,12.625,30,6,28,14.2,0,14.2,55,75.75,85,14,82.875,93,0
6/28/07,0.016588,0.025,10,23,9.375,17,19,16,10.5,0,10.5,44,75.916667,83,16,83.208333,92,6
6/29/07,0.020471,0.028,9,26,10,19,19,18,12.4,0,12.4,52,79,87,16,71.875,92,23
6/29/07,0.020471,0.028,9,26,10,19,19,18,11.7,0,11.7,49,79,87,16,71.875,92,23
6/30/07,0.017588,0.03,10,28,11.958333,24,0,23,9.3,0,9.3,39,78.875,86,13,76.5,92,0
7/1/07,0.017235,0.032,9,30,11.409091,26,20,25,8.5,0,8.5,35,78.083333,86,12,78.875,90,15
7/2/07,0.013118,0.018,9,17,14.333333,25,17,24,11.5,0,11.5,48,77.333333,86,11,80.416667,89,1
7/3/07,0.015176,0.023,10,21,12.75,20,19,19,11.2,0,11.2,47,77.75,87,14,79.583333,90,5
7/4/07,0.022824,0.028,9,26,6.208333,12,4,11,7.2,0,7.2,30,77.708333,82,17,76.041667,89,4
7/5/07,0.022176,0.028,12,26,8.375,15,21,14,6.6,0,6.6,28,75.25,77,14,84.75,92,4
7/5/07,0.022176,0.028,12,26,8.375,15,21,14,6.4,0,6.4,27,75.25,77,14,84.75,92,4
7/6/07,0.018118,0.032,11,30,9.25,33,22,31,8.6,0,8.6,36,79.333333,87,17,68.833333,91,6
7/7/07,0.045,0.074,11,112,13.166667,28,0,26,10.7,0,10.7,45,83.333333,92,16,61.583333,87,5
7/8/07,0.017235,0.025,8,23,6.863636,15,0,14,12.7,0,12.7,52,81.625,88,12,72.333333,88,5
7/9/07,0.020941,0.028,12,26,7.416667,15,21,14,14.4,0,14.4,56,84,90,14,69.125,82,3
7/10/07,0.022412,0.032,12,30,9.375,29,23,27,16.2,0,16.2,60,84.833333,92,14,64.083333,79,3
7/11/07,0.030588,0.05,11,46,15.833333,39,0,37,18.4,0,18.4,64,84.166667,94,15,61.958333,77,23
7/11/07,0.030588,0.05,11,46,15.833333,39,0,37,18.4,0,18.4,64,84.166667,94,15,61.958333,77,23
7/11/07,0.030588,0.05,11,46,15.833333,39,0,37,17.4,0,17.4,62,84.166667,94,15,61.958333,77,23
7/11/07,0.030588,0.05,11,46,15.833333,39,0,37,17.4,0,17.4,62,84.166667,94,15,61.958333,77,23
